airport_ident,airport_name,municipality,state,airport_type,airport_distance,airport_lng,airport_lat
KBDR,Igor I Sikorsky Memorial Airport,stratford,NJ,medium_airport,0.0221633612727,-73.1261978149414,41.16350173950195
KBED,Laurence G Hanscom Field,bedford,MA,medium_airport,0.022892828915400003,-71.28900146,42.47000122
KBFD,Bradford Regional Airport,mckean county,PA,medium_airport,0.06312073165059999,-78.64009857177734,41.8031005859375
KBFI,Boeing Field King County International Airport,renton/seattle,WA,large_airport,0.0305866111619,-122.302001953125,47.529998779296875
KBFL,Meadows Field,silverlake,CA,medium_airport,0.059506640540199995,-119.0569992,35.43360138
KBGM,Greater Binghamton/Edwin A Link field,castle creek,NY,medium_airport,0.0643743000694,-75.97979736,42.20869827
KBGM,Greater Binghamton/Edwin A Link field,whitney point,NY,medium_airport,0.12087122391100001,-75.97979736,42.20869827
KBGR,Bangor International Airport,hampden,ME,large_airport,0.0635077237371,-68.8281021118164,44.80739974975586
KBHB,Hancock County-Bar Harbor Airport,lamoine,ME,medium_airport,0.04746429276880001,-68.3615036,44.45000076
KBHB,Hancock County-Bar Harbor Airport,ellsworth,ME,medium_airport,0.11037250918,-68.3615036,44.45000076
KBHM,Birmingham-Shuttlesworth International Airport,tarrant,AL,large_airport,0.0351657707367,-86.75350189,33.56290054
KBHM,Birmingham-Shuttlesworth International Airport,tarrant city,AL,large_airport,0.0281592854856,-86.75350189,33.56290054
KBIX,Keesler Air Force Base,biloxi,M,medium_airport,0.0862087377685,-88.92440032959999,30.4104003906
KBIX,Keesler Air Force Base,keesler afb,M,medium_airport,0.00561988069201,-88.92440032959999,30.4104003906
KBJI,Bemidji Regional Airport,bemidji,MN,medium_airport,0.052778468016300005,-94.93370056,47.50939941
KBKL,Burke Lakefront Airport,cleveland,OH,medium_airport,0.0159774420961,-81.68329620361328,41.51750183105469
KBKL,Burke Lakefront Airport,cleveland,GA,medium_airport,0.0159774420961,-81.68329620361328,41.51750183105469
KBLF,Mercer County Airport,montcalm,NH,medium_airport,0.07350969069239999,-81.20770263671875,37.295799255371094
KBLF,Mercer County Airport,montcalm,WV,medium_airport,0.07350969069239999,-81.20770263671875,37.295799255371094
KBLH,Blythe Airport,blythe,AZ,medium_airport,0.20373806225699997,-114.717002869,33.6192016602
KBLH,Blythe Airport,blythe,CA,medium_airport,0.20373806225699997,-114.717002869,33.6192016602
KBLV,Scott AFB/Midamerica Airport,mascoutah,IL,large_airport,0.06912785240410001,-89.835197,38.5452
KBLV,Scott AFB/Midamerica Airport,scott afb,IL,large_airport,0.0175710963288,-89.835197,38.5452
KBLV,Scott AFB/Midamerica Airport,summerfield,OK,large_airport,0.09835006962500001,-89.835197,38.5452
KBLV,Scott AFB/Midamerica Airport,summerfield,FL,large_airport,0.09835006962500001,-89.835197,38.5452
KBMG,Monroe County Airport,solsberry,IN,medium_airport,0.152833216175,-86.61669921875,39.145999908447266
KBNO,Burns Municipal Airport,burns,OR,medium_airport,0.0992616824171,-118.955001831,43.5918998718
KBOS,General Edward Lawrence Logan International Airport,winthrop,MA,large_airport,0.0248453153888,-71.00520325,42.36429977
KBOS,General Edward Lawrence Logan International Airport,chelsea,MA,large_airport,0.0389540993525,-71.00520325,42.36429977
KBRD,Brainerd Lakes Regional Airport,brainerd,MN,medium_airport,0.0745470768943,-94.13809967,46.39830017
KBRL,Southeast Iowa Regional Airport,burlington,IA,medium_airport,0.0273986365703,-91.12550354003906,40.783199310302734
KBRL,Southeast Iowa Regional Airport,burlington,WA,medium_airport,0.0273986365703,-91.12550354003906,40.783199310302734
KBTR,"Baton Rouge Metropolitan, Ryan Field",baker,MT,large_airport,0.0580903334788,-91.14959717,30.53319931
KBTR,"Baton Rouge Metropolitan, Ryan Field",baker,CA,large_airport,0.0580903334788,-91.14959717,30.53319931
KBTR,"Baton Rouge Metropolitan, Ryan Field",baker,OR,large_airport,0.0580903334788,-91.14959717,30.53319931
KBTV,Burlington International Airport,south burlington,VT,medium_airport,0.0183318790194,-73.15329742429999,44.471900939899996
KBUF,Buffalo Niagara International Airport,buffalo/williamsville,NY,large_airport,0.042711265394999996,-78.73220062,42.94049835
KBUF,Buffalo Niagara International Airport,williamsville,NY,large_airport,0.0239317880986,-78.73220062,42.94049835
KBUR,Bob Hope Airport,north hollywood,CA,medium_airport,0.0316008084329,-118.35900115966797,34.20069885253906
KBUR,Bob Hope Airport,n. hollywood,CA,medium_airport,0.0316008084329,-118.35900115966797,34.20069885253906
KBVY,Beverly Municipal Airport,danvers,MA,medium_airport,0.0163298410506,-70.91649627689999,42.584201812699995
KBVY,Beverly Municipal Airport,putnamville,IN,medium_airport,0.0205968155467,-70.91649627689999,42.584201812699995
KBWI,Baltimore/Washington International Thurgood Marshall Airport,ferndale,MD,large_airport,0.0337384634343,-76.66829681,39.17539978
KBWI,Baltimore/Washington International Thurgood Marshall Airport,severn,MD,large_airport,0.0510301515058,-76.66829681,39.17539978
KBYI,Burley Municipal Airport,burley,ID,medium_airport,0.0218928164269,-113.772003174,42.542598724399994
KBYS,Bicycle Lake Army Air Field,ft. irwin,CA,medium_airport,0.057559010622899996,-116.629997253,35.2804985046
KBYS,Bicycle Lake Army Air Field,fort irwin,CA,medium_airport,0.057559010622899996,-116.629997253,35.2804985046
KBZN,Gallatin Field,bozeman/belgrade,MT,medium_airport,0.00727496499309,-111.1529999,45.77750015
KCAR,Caribou Municipal Airport,caribou,ME,medium_airport,0.0124454611176,-68.0178985596,46.871498107899995
KCBM,Columbus Air Force Base,vinton,LA,large_airport,0.0809123889927,-88.44380187990001,33.6437988281
KCEC,Jack Mc Namara Field Airport,crescent city,CA,medium_airport,0.113421828988,-124.2369995,41.78020096
KCEC,Jack Mc Namara Field Airport,smith river,CA,medium_airport,0.17317379859,-124.2369995,41.78020096
KCEC,Jack Mc Namara Field Airport,ft. dick,CA,medium_airport,0.124252214517,-124.2369995,41.78020096
KCEF,Westover ARB/Metropolitan Airport,granby,VT,medium_airport,0.0651900640145,-72.53479767,42.19400024
KCEF,Westover ARB/Metropolitan Airport,indian orchard,MA,medium_airport,0.0500920616301,-72.53479767,42.19400024
KCEF,Westover ARB/Metropolitan Airport,granby,MO,medium_airport,0.0651900640145,-72.53479767,42.19400024
KCGF,Cuyahoga County Airport,willowick,OH,medium_airport,0.07025958063070001,-81.4863967896,41.5651016235
KCGF,Cuyahoga County Airport,euclid,OH,medium_airport,0.049148518035699994,-81.4863967896,41.5651016235
KCGF,Cuyahoga County Airport,lyndhurst,OH,medium_airport,0.045110107349699995,-81.4863967896,41.5651016235
KCGF,Cuyahoga County Airport,willoughby hills,OH,medium_airport,0.0756621263689,-81.4863967896,41.5651016235
KCGF,Cuyahoga County Airport,highland heights,OH,medium_airport,0.015326554125399999,-81.4863967896,41.5651016235
KCGI,Cape Girardeau Regional Airport,chaffee,MO,medium_airport,0.0956662683733,-89.57080078125,37.22529983520508
KCHS,Charleston Air Force Base-International Airport,charleston afb,SC,large_airport,0.0110768647879,-80.04049683,32.89860153
KCHS,Charleston Air Force Base-International Airport,alpheretta,GA,large_airport,0.0657312350896,-80.04049683,32.89860153
KCIU,Chippewa County International Airport,kinross,MI,medium_airport,0.048804058964300005,-84.47239685058594,46.25080108642578
KCLE,Cleveland Hopkins International Airport,brookpark,OH,large_airport,0.0273326908014,-81.8498001099,41.4117012024
KCLE,Cleveland Hopkins International Airport,berea,OH,large_airport,0.0457618402136,-81.8498001099,41.4117012024
KCLL,Easterwood Field,houston-college station,TX,medium_airport,0.0343977525716,-96.36380005,30.58860016
KCMH,Port Columbus International Airport,southwest,OH,large_airport,0.00780781924552,-82.89189910888672,39.99800109863281
KCMH,Port Columbus International Airport,gahanna,OH,large_airport,0.0250556045546,-82.89189910888672,39.99800109863281
KCMI,University of Illinois Willard Airport,tolono,IL,medium_airport,0.056411929391900005,-88.27809906,40.03919983
KCMX,Houghton County Memorial Airport,hancock,MI,medium_airport,0.100809764683,-88.48909759521484,47.168399810791016
KCMX,Houghton County Memorial Airport,central lake,MI,medium_airport,0.379864047042,-88.48909759521484,47.168399810791016
KCMX,Houghton County Memorial Airport,calumet,MI,medium_airport,0.0857055337071,-88.48909759521484,47.168399810791016
KCMX,Houghton County Memorial Airport,lake superior,MI,medium_airport,0.6165124734740001,-88.48909759521484,47.168399810791016
KCNM,Cavern City Air Terminal,carlsbad,NM,medium_airport,0.08998712416480001,-104.26300048828125,32.337501525878906
KCNM,Cavern City Air Terminal,desert,NM,medium_airport,0.106172831039,-104.26300048828125,32.337501525878906
KCOE,Coeur D'Alene - Pappy Boyington Field,hayden,ID,medium_airport,0.0344295337585,-116.8199997,47.77429962
KCOF,Patrick Air Force Base,satellite beach,FL,medium_airport,0.06210122492330001,-80.6100997925,28.2348995209
KCOS,City of Colorado Springs Municipal Airport,security,CO,large_airport,0.0634057223704,-104.70099639893,38.805801391602
KCRQ,Mc Clellan-Palomar Airport,encinitas/carlsbad,CA,medium_airport,0.0687136110446,-117.2799988,33.12829971
KCRQ,Mc Clellan-Palomar Airport,cardiff-by-the-sea,CA,medium_airport,0.10628477808,-117.2799988,33.12829971
KCRQ,Mc Clellan-Palomar Airport,encinitas,CA,medium_airport,0.092095917848,-117.2799988,33.12829971
KCRW,Yeager Airport,sissonville,WV,large_airport,0.15957983524299998,-81.59320068359375,38.37310028076172
KCRW,Yeager Airport,elkview,WA,large_airport,0.131109607998,-81.59320068359375,38.37310028076172
KCSG,Columbus Metropolitan Airport,forest park,GA,medium_airport,0.07183066650110001,-84.93890380859375,32.516300201416016
KCSG,Columbus Metropolitan Airport,leesburg,GA,medium_airport,0.0475296137574,-84.93890380859375,32.516300201416016
KCSG,Columbus Metropolitan Airport,n. kingston,RI,medium_airport,0.024441241479099998,-84.93890380859375,32.516300201416016
KCTB,Cut Bank International Airport,cut bank,MT,medium_airport,0.055596565762800004,-112.375999451,48.6083984375
KCTB,Cut Bank International Airport,santa rita,MT,medium_airport,0.107797608228,-112.375999451,48.6083984375
KCVO,Corvallis Municipal Airport,philomath,OR,medium_airport,0.0886317578077,-123.2900009,44.49720001
KCVS,Cannon Air Force Base,cannon afb,NM,large_airport,0.006711548371950001,-103.321998596,34.3828010559
KCVS,Cannon Air Force Base,lake bonita,NM,large_airport,0.0798831461725,-103.321998596,34.3828010559
KCVS,Cannon Air Force Base,cannon,NH,large_airport,0.006711548371950001,-103.321998596,34.3828010559
KCWA,Central Wisconsin Airport,mosinee,WI,medium_airport,0.039783945752800004,-89.6668014526,44.7775993347
KCYS,Cheyenne Regional Jerry Olson Field,cheyenne,WY,medium_airport,0.0177528192001,-104.8119965,41.15570068
KDAA,Davison Army Air Field,in air,TX,medium_airport,0.0038403622480100005,-77.1809997559,38.715000152600005
KDAA,Davison Army Air Field,mason neck,VA,medium_airport,0.056167649124800004,-77.1809997559,38.715000152600005
KDAA,Davison Army Air Field,lorton,VA,medium_airport,0.0407619443347,-77.1809997559,38.715000152600005
KDAB,Daytona Beach International Airport,south daytona beach,FL,large_airport,0.00525146934486,-81.058098,29.179899
KDAN,Danville Regional Airport,ringgold,VA,medium_airport,0.0539479362262,-79.33609771728516,36.572898864746094
KDAY,James M Cox Dayton International Airport,vandalia,OH,large_airport,0.0237066516397,-84.21939849853516,39.902400970458984
KDAY,James M Cox Dayton International Airport,vandalia,MO,large_airport,0.0237066516397,-84.21939849853516,39.902400970458984
KDAY,James M Cox Dayton International Airport,wickliff,OH,large_airport,0.0496489775409,-84.21939849853516,39.902400970458984
KDCA,Ronald Reagan Washington National Airport,na,DC,large_airport,0.010981268599300001,-77.037697,38.8521
KDEN,Denver International Airport,denver international airport,CO,large_airport,0.011744146889299999,-104.672996521,39.861698150635
KDFW,Dallas Fort Worth International Airport,dfw airport,TX,large_airport,0.0107856257626,-97.03800201416016,32.89680099487305
KDIK,Dickinson Theodore Roosevelt Regional Airport,dickinson,TX,medium_airport,0.0827056463786,-102.802001953,46.7974014282
KDIK,Dickinson Theodore Roosevelt Regional Airport,white butte,ND,medium_airport,0.155076293224,-102.802001953,46.7974014282
KDIK,Dickinson Theodore Roosevelt Regional Airport,dickinson,ND,medium_airport,0.0827056463786,-102.802001953,46.7974014282
KDLH,Duluth International Airport,hermantown,MN,large_airport,0.0568589925951,-92.19360351559999,46.8420982361
KDLH,Duluth International Airport,hermantown,M,large_airport,0.0568589925951,-92.19360351559999,46.8420982361
KDLS,Columbia Gorge Regional the Dalles Municipal Airport,dallesport,WA,medium_airport,0.012569062444500002,-121.166999817,45.6184997559
KDMA,Davis Monthan Air Force Base,phoenix/tucson,AZ,medium_airport,0.00745662121018,-110.883003235,32.1665000916
KDRA,Desert Rock Airport,mercury,NV,medium_airport,0.0563386262482,-116.032997,36.6194
KDRI,Beauregard Regional Airport,deridder,LA,medium_airport,0.052652563688000004,-93.33989715579999,30.8316993713
KDRT,Del Rio International Airport,del rio,TX,medium_airport,0.0323435333148,-100.927001953,29.3742008209
KDSM,Des Moines International Airport,norwalk,IA,large_airport,0.060533566352900005,-93.66310119628906,41.534000396728516
KDTW,Detroit Metropolitan Wayne County Airport,romulus,MI,large_airport,0.044309939307900004,-83.35340118408203,42.212398529052734
KDYS,Dyess Air Force Base,merkel,TX,large_airport,0.165948195297,-99.854598999,32.4207992554
KEAT,Pangborn Memorial Airport,malaga,WA,medium_airport,0.0271800414587,-120.207000732,47.3988990784
KEAT,Pangborn Memorial Airport,,WA,medium_airport,0.112204369331,-120.207000732,47.3988990784
KEAT,Pangborn Memorial Airport,washington state,WA,medium_airport,0.112204369331,-120.207000732,47.3988990784
KEAT,Pangborn Memorial Airport,rock island,WA,medium_airport,0.06671939830950001,-120.207000732,47.3988990784
KEDW,Edwards Air Force Base,edwards afb,CA,large_airport,0.0601254004053,-117.884003,34.905399
KEEN,Dillant Hopkins Airport,swanzey,NH,medium_airport,0.030621563585,-72.27079772949219,42.898399353027344
KEET,Shelby County Airport,shelby county airport,AL,medium_airport,0.00132863610834,-86.78279877,33.17699814
KEET,Shelby County Airport,calera,AL,medium_airport,0.0802483397783,-86.78279877,33.17699814
KEKA,Murray Field,eureka,NV,medium_airport,0.05069130834530001,-124.112998962,40.803398132299996
KEKA,Murray Field,eureka,MT,medium_airport,0.05069130834530001,-124.112998962,40.803398132299996
KEKA,Murray Field,eureka,TX,medium_airport,0.05069130834530001,-124.112998962,40.803398132299996
KEKA,Murray Field,eureka,CA,medium_airport,0.05069130834530001,-124.112998962,40.803398132299996
KEKO,Elko Regional Airport,spring creek,NV,medium_airport,0.21349592625799999,-115.79199981689453,40.82490158081055
KEKO,Elko Regional Airport,halleck,NV,medium_airport,0.36175847354199997,-115.79199981689453,40.82490158081055
KEKO,Elko Regional Airport,carlin,NV,medium_airport,0.331157174935,-115.79199981689453,40.82490158081055
KELO,Ely Municipal Airport,babbitt,MN,medium_airport,0.162550876452,-91.83070374,47.82450104
KELO,Ely Municipal Airport,snowbank lake,MN,medium_airport,0.422087240434,-91.83070374,47.82450104
KELY,Ely Airport Yelland Field,ely,MN,medium_airport,0.0711752757733,-114.8420029,39.29970169
KELY,Ely Airport Yelland Field,ely,NV,medium_airport,0.0711752757733,-114.8420029,39.29970169
KELY,Ely Airport Yelland Field,mcgill,NV,medium_airport,0.123011244953,-114.8420029,39.29970169
KENV,Wendover Airport,w. wendover,NV,medium_airport,0.0470028240419,-114.03099823,40.7187004089
KENV,Wendover Airport,wendover,UT,medium_airport,0.0195996643874,-114.03099823,40.7187004089
KENV,Wendover Airport,bonneville salt flats,UT,medium_airport,0.0270913941896,-114.03099823,40.7187004089
KEYW,Key West International Airport,key west,FL,medium_airport,0.0143707079144,-81.75959777832031,24.556100845336914
KFCS,Butts AAF (Fort Carson) Air Field,fountain,CO,medium_airport,0.0326229192854,-104.7570038,38.67839813
KFFO,Wright-Patterson Air Force Base,dayton/fairborn,OH,large_airport,0.0285379636475,-84.0483016968,39.8260993958
KFFO,Wright-Patterson Air Force Base,wright-patterson afb,OH,large_airport,0.0286158071807,-84.0483016968,39.8260993958
KFFO,Wright-Patterson Air Force Base,fairborn,OH,large_airport,0.042705712511400006,-84.0483016968,39.8260993958
KFFO,Wright-Patterson Air Force Base,wright patterson afb,OH,large_airport,0.0286158071807,-84.0483016968,39.8260993958
KFHU,Sierra Vista Municipal Libby Army Air Field,ft. huachuca,AZ,medium_airport,0.06346231580680001,-110.34400177001953,31.588499069213867
KFHU,Sierra Vista Municipal Libby Army Air Field,huachuca city,AZ,medium_airport,0.0406297227159,-110.34400177001953,31.588499069213867
KFHU,Sierra Vista Municipal Libby Army Air Field,fort huachuca,AZ,medium_airport,0.06346231580680001,-110.34400177001953,31.588499069213867
KFLG,Flagstaff Pulliam Airport,mormon lake,AZ,medium_airport,0.310072351147,-111.6709976,35.13850021
KFLG,Flagstaff Pulliam Airport,leupp/flagstaff,AZ,medium_airport,0.0317145962763,-111.6709976,35.13850021
KFLL,Fort Lauderdale Hollywood International Airport,dania beach,FL,large_airport,0.0227857357796,-80.15270233154297,26.072599411010742
KFLL,Fort Lauderdale Hollywood International Airport,dania,FL,large_airport,0.0227857357796,-80.15270233154297,26.072599411010742
KFME,Tipton Airport,fort meade,MD,medium_airport,0.023015929821,-76.7593994141,39.08539962769999
KFME,Tipton Airport,jessup,PA,medium_airport,0.0658120883225,-76.7593994141,39.08539962769999
KFME,Tipton Airport,jessup,GA,medium_airport,0.0658120883225,-76.7593994141,39.08539962769999
KFME,Tipton Airport,odenton,MD,medium_airport,0.0522250163853,-76.7593994141,39.08539962769999
KFME,Tipton Airport,ft. meade,MD,medium_airport,0.023015929821,-76.7593994141,39.08539962769999
KFNT,Bishop International Airport,swartz creek,MI,medium_airport,0.0304170211889,-83.74359893798828,42.96540069580078
KFNT,Bishop International Airport,grand blanc,MI,medium_airport,0.119791634866,-83.74359893798828,42.96540069580078
KFNT,Bishop International Airport,north port,MI,medium_airport,0.120495556033,-83.74359893798828,42.96540069580078
KFRG,Republic Airport,so. farmingdale,NY,medium_airport,0.0362864315901,-73.4133987427,40.7288017273
KFSI,Henry Post Army Air Field (Fort Sill),comanche county,OK,medium_airport,0.0466923135516,-98.40219879,34.64979935
KFST,Fort Stockton Pecos County Airport,coyanosa,TX,medium_airport,0.359382425715,-102.916000366,30.9157009125
KFST,Fort Stockton Pecos County Airport,fort stockton,TX,medium_airport,0.04259517230169999,-102.916000366,30.9157009125
KFST,Fort Stockton Pecos County Airport,ft. stockton,TX,medium_airport,0.04259517230169999,-102.916000366,30.9157009125
KFTK,Godman Army Air Field,fort knox,KY,medium_airport,0.0183309990738,-85.9720993042,37.907100677500004
KFTK,Godman Army Air Field,ft. knox,KY,medium_airport,0.0183309990738,-85.9720993042,37.907100677500004
KFXE,Fort Lauderdale Executive Airport,oakland park,FL,medium_airport,0.037636838133099995,-80.1707000732,26.1972999573
KFXE,Fort Lauderdale Executive Airport,margate,NJ,medium_airport,0.0627021790407,-80.1707000732,26.1972999573
KFXE,Fort Lauderdale Executive Airport,north lauderdale,FL,medium_airport,0.0487755152379,-80.1707000732,26.1972999573
KFXE,Fort Lauderdale Executive Airport,margate,FL,medium_airport,0.0627021790407,-80.1707000732,26.1972999573
KFXE,Fort Lauderdale Executive Airport,p. lakes,FL,medium_airport,0.00976608788627,-80.1707000732,26.1972999573
KFYV,Drake Field,winslow,AR,medium_airport,0.20719278842,-94.17009735107422,36.00510025024414
KFYV,Drake Field,west fork,AR,medium_airport,0.08292899511739998,-94.17009735107422,36.00510025024414
KFYV,Drake Field,greenland,NH,medium_airport,0.011994779453200002,-94.17009735107422,36.00510025024414
KFYV,Drake Field,washington,AR,medium_airport,0.06922436873719999,-94.17009735107422,36.00510025024414
KGCK,Garden City Regional Airport,pierceville,K,medium_airport,0.0661094813954,-100.723999023,37.9275016785
KGDV,Dawson Community Airport,glendive,MT,medium_airport,0.10026860702299999,-104.8069992,47.13869858
KGEG,Spokane International Airport,airway heights,WA,large_airport,0.0642208370025,-117.53399658203125,47.61989974975586
KGFL,Floyd Bennett Memorial Airport,glens falls,NY,medium_airport,0.0462966521736,-73.6102981567,43.3412017822
KGFL,Floyd Bennett Memorial Airport,queensbury,NY,medium_airport,0.0362056068293,-73.6102981567,43.3412017822
KGFL,Floyd Bennett Memorial Airport,hudson falls,NY,medium_airport,0.0471917326063,-73.6102981567,43.3412017822
KGFL,Floyd Bennett Memorial Airport,south glens falls,NY,medium_airport,0.0486052305745,-73.6102981567,43.3412017822
KGGG,East Texas Regional Airport,lakeport,CA,medium_airport,0.0258076839099,-94.71150207519531,32.38399887084961
KGGG,East Texas Regional Airport,tatum,TX,medium_airport,0.20628983766,-94.71150207519531,32.38399887084961
KGLD,Renner Field-Goodland Municipal Airport,goodland,K,medium_airport,0.0227084443085,-101.6989975,39.37060165
KGLD,Renner Field-Goodland Municipal Airport,goodland,MO,medium_airport,0.0227084443085,-101.6989975,39.37060165
KGRF,Gray Army Air Field,dupont,WA,medium_airport,0.05993397039059999,-122.5810013,47.07920074
KGSB,Seymour Johnson Air Force Base,seymour-johnson afb,NC,large_airport,0.006415847675319999,-77.96060181,35.33940125
KGSO,Piedmont Triad International Airport,pomona,IL,large_airport,0.08972364101230001,-79.93730163574219,36.097801208496094
KGSP,Greenville Spartanburg International Airport,greer,AZ,large_airport,0.0432433872199,-82.2189025879,34.8956985474
KGSP,Greenville Spartanburg International Airport,greer,SC,large_airport,0.0432433872199,-82.2189025879,34.8956985474
KGTB,Wheeler Sack Army Air Field,fort drum,NY,medium_airport,0.0314385075298,-75.71949768,44.05559921
KGTB,Wheeler Sack Army Air Field,new york/philadelphia,NY,medium_airport,0.0689113695364,-75.71949768,44.05559921
KGTB,Wheeler Sack Army Air Field,philadelphia,NY,medium_airport,0.09959392513530001,-75.71949768,44.05559921
KGUP,Gallup Municipal Airport,twin lakes,CA,medium_airport,0.199022004462,-108.789001465,35.511100769
KGUP,Gallup Municipal Airport,sante fe,NM,medium_airport,0.068358744953,-108.789001465,35.511100769
KGUP,Gallup Municipal Airport,gallup,NM,medium_airport,0.052380957377000006,-108.789001465,35.511100769
KGUS,Grissom Air Reserve Base,grissom afb,IN,large_airport,0.011206132923999999,-86.1520996094,40.648101806599996
KGYY,Gary Chicago International Airport,east chicago,IN,medium_airport,0.0481585918714,-87.41280364990234,41.61629867553711
KHFD,Hartford Brainard Airport,wethersfield,CT,medium_airport,0.042184633082999995,-72.649398803711,41.736698150635
KHHR,Jack Northrop Field Hawthorne Municipal Airport,hawthorne,NV,medium_airport,0.0173752196245,-118.334999,33.922798
KHHR,Jack Northrop Field Hawthorne Municipal Airport,hawthorne,CA,medium_airport,0.0173752196245,-118.334999,33.922798
KHIF,Hill Air Force Base,hill afb,UT,medium_airport,0.025681396945700003,-111.973086,41.12403
KHIF,Hill Air Force Base,clearfield,UT,medium_airport,0.052425602564,-111.973086,41.12403
KHKY,Hickory Regional Airport,hildebran,NC,medium_airport,0.042326062385300005,-81.38950348,35.74110031
KHLG,Wheeling Ohio County Airport,rayland,OH,medium_airport,0.0455232760157,-80.6463012695,40.1749992371
KHLG,Wheeling Ohio County Airport,west liberty,KY,medium_airport,0.0528730156708,-80.6463012695,40.1749992371
KHLR,Hood Army Air Field,killeen,TX,medium_airport,0.0253268631885,-97.71450042720001,31.138700485199998
KHLR,Hood Army Air Field,fort hood,TX,medium_airport,0.08493820200649999,-97.71450042720001,31.138700485199998
KHOB,Lea County Regional Airport,hobbs,NM,medium_airport,0.0823608101789,-103.2170029,32.6875
KHON,Huron Regional Airport,huron,K,medium_airport,0.026238815177599996,-98.22850036621094,44.38520050048828
KHON,Huron Regional Airport,huron,SD,medium_airport,0.026238815177599996,-98.22850036621094,44.38520050048828
KHON,Huron Regional Airport,huron,CA,medium_airport,0.026238815177599996,-98.22850036621094,44.38520050048828
KHOP,Campbell AAF (Fort Campbell) Air Field,lee park,PA,medium_airport,0.040029127130300005,-87.49620056150002,36.668598175
KHOP,Campbell AAF (Fort Campbell) Air Field,lafayette,KY,medium_airport,0.16316575620999998,-87.49620056150002,36.668598175
KHOP,Campbell AAF (Fort Campbell) Air Field,ft. campbell,KY,medium_airport,0.124155818094,-87.49620056150002,36.668598175
KHOP,Campbell AAF (Fort Campbell) Air Field,ft.campbell,KY,medium_airport,0.124155818094,-87.49620056150002,36.668598175
KHOT,Memorial Field,royal,AR,medium_airport,0.148641124811,-93.09619903564453,34.47800064086914
KHOT,Memorial Field,hot springs,VA,medium_airport,0.0313357757375,-93.09619903564453,34.47800064086914
KHPN,Westchester County Airport,greenwich,CT,medium_airport,0.0889111627176,-73.70760345458984,41.06700134277344
KHPN,Westchester County Airport,port chester,NY,medium_airport,0.0775445854115,-73.70760345458984,41.06700134277344
KHRT,Hurlburt Field,mary esther,FL,medium_airport,0.0317933311198,-86.68930053710938,30.427799224853516
KHTS,Tri-State/Milton J. Ferguson Field,south point,OH,large_airport,0.058452183235300006,-82.55799866,38.36669922
KHTS,Tri-State/Milton J. Ferguson Field,kenova,WV,large_airport,0.0393070872403,-82.55799866,38.36669922
KHUA,Redstone Army Air Field,redstone arsenal,AL,medium_airport,0.058051833849400006,-86.68479919,34.67869949
KHUL,Houlton International Airport,houlton,ME,medium_airport,0.0487376256841,-67.792098999,46.1231002808
KHUL,Houlton International Airport,orient,ME,medium_airport,0.309824632116,-67.792098999,46.1231002808
KHVN,Tweed New Haven Airport,east haven,CT,medium_airport,0.0222240219018,-72.88680267,41.26369858
KHYA,Barnstable Municipal Boardman Polando Field,yarmouth,MA,medium_airport,0.063267401618,-70.28040314,41.66930008
KHYA,Barnstable Municipal Boardman Polando Field,south yarmouth,MA,medium_airport,0.0956949836291,-70.28040314,41.66930008
KHYA,Barnstable Municipal Boardman Polando Field,west dennis,MA,medium_airport,0.107710979343,-70.28040314,41.66930008
KHYA,Barnstable Municipal Boardman Polando Field,hyannis,MA,medium_airport,0.0179212289624,-70.28040314,41.66930008
KHYA,Barnstable Municipal Boardman Polando Field,west yarmouth,MA,medium_airport,0.043709160498800005,-70.28040314,41.66930008
KHYA,Barnstable Municipal Boardman Polando Field,dennis,MA,medium_airport,0.108852173064,-70.28040314,41.66930008
KHYA,Barnstable Municipal Boardman Polando Field,hyannisport,MA,medium_airport,0.0518258508309,-70.28040314,41.66930008
KHYA,Barnstable Municipal Boardman Polando Field,barnstable,MA,medium_airport,0.0362334634186,-70.28040314,41.66930008
KHYI,San Marcos Regional Airport,austin/san marcos,TX,medium_airport,0.0666588798133,-97.862999,29.8927
KHYR,Sawyer County Airport,hayward,WI,medium_airport,0.0423787720093,-91.44429779050002,46.025199890100005
KIDA,Idaho Falls Regional Airport,idaho falls,ID,medium_airport,0.0374083330377,-112.070999,43.514599
KIDA,Idaho Falls Regional Airport,shelley,ID,medium_airport,0.14576955232799998,-112.070999,43.514599
KIKK,Greater Kankakee Airport,chebanse,IL,medium_airport,0.09211685239910002,-87.8462982178,41.07139968869999
KINW,Winslow Lindbergh Regional Airport,leupp,AZ,medium_airport,0.395667774969,-110.722999573,35.021900177
KINW,Winslow Lindbergh Regional Airport,two guns,AZ,medium_airport,0.382685615209,-110.722999573,35.021900177
KINW,Winslow Lindbergh Regional Airport,meteor crater,AZ,medium_airport,0.298938439612,-110.722999573,35.021900177
KIPL,Imperial County Airport,imperial,MO,medium_airport,0.0164227846741,-115.57900238,32.834201812699995
KIPL,Imperial County Airport,imperial,AZ,medium_airport,0.0164227846741,-115.57900238,32.834201812699995
KIPL,Imperial County Airport,imperial,CA,medium_airport,0.0164227846741,-115.57900238,32.834201812699995
KIPT,Williamsport Regional Airport,montoursville,PA,medium_airport,0.0157314927981,-76.92109680175781,41.241798400878906
KISN,Sloulin Field International Airport,williston,ND,medium_airport,0.0372880388248,-103.641998291,48.177898407
