location,latitude,longitude,elevation
"atco, NJ, US",39.769838000000000,-74.887385499999993,42.00000
"millstone twp., NJ, US",40.202368399999997,-74.407967099999993,77.00000
"murrieta/temecula, CA, US",33.578839799999997,-117.130224499999997,408.00000
"sandy springs, GA, US",33.924268800000000,-84.378537899999998,323.00000
"cartwright, ND, US",47.859741499999998,-103.926317299999994,580.00000
"valrico, FL, US",27.948426500000000,-82.236215452205201,27.00000
"west point, IA, US",40.717205600000000,-91.451730699999999,235.00000
"st. thomas, MO, US",48.619155999999997,-97.446470300000001,255.00000
"fennville, MI, US",42.594105200000001,-86.104595500000002,205.00000
"burgin, KY, US",37.752278300000000,-84.761103899999995,275.00000
"sweet springs, MO, US",38.963629200000000,-93.414931999999993,219.00000
"ivanhoe, CA, US",44.463228999999998,-96.247371999999999,512.00000
"cane hill, AR, US",33.309565200000002,-92.304308800000001,33.00000
"rocky point, NC, US",40.952598700000003,-72.925380500000003,61.00000
"webster, SD, US",45.332180000000001,-97.520088999999999,562.00000
"three rocks, CA, US",36.502450699999997,-120.391548000000000,130.00000
"colfax, WI, US",44.998762499999998,-91.727303199999994,283.00000
"norwich, NY, US",42.531184000000003,-75.523514899999995,312.00000
"kimball, TN, US",45.312464200000001,-94.300266600000000,351.00000
"hull, GA, US",39.706990699999999,-91.206808899999999,142.00000
"fresh meadows, NY, US",40.736138349999997,-73.780088281717596,21.00000
"cahokia, IL, US",38.571335599999998,-90.187611500000003,126.00000
"st. francis, WI, US",42.967515599999999,-87.877582700000005,208.00000
"delavan, IL, US",40.372541499999997,-89.547324500000002,186.00000
"fort gay, WV, US",38.116198799999999,-82.595711800000004,174.00000
"ravenswood, WV, US",38.948326799999997,-81.760991200000007,178.00000
"kea'au, HI, US",19.617024499999999,-155.033509582241010,
"picture rocks, AZ, US",41.279802900000000,-76.713011600000002,203.00000
"fond du lac, WI, US",43.774876300000003,-88.445803299999994,232.00000
"blythe, AZ, US",33.560393800000000,-114.912069097729997,137.00000
"lovelock, NV, US",40.179526699999997,-118.474198299999998,1216.00000
"black mountain, NC, US",35.617895099999998,-82.321230200000002,741.00000
"stamford, NY, US",40.798101500000001,-73.932896009411294,0.00000
"winslow and blue anchor, NJ, US",39.675152300000001,-74.949643800000004,43.00000
"forestpark, IL, US",30.729001000000000,-88.166991999999993,60.00000
"castroville, CA, US",36.765790400000000,-121.758004999999997,0.00000
"greenville, VA, US",41.404499000000001,-80.391178499999995,292.00000
"haughton, LA, US",32.532651399999999,-93.504062700000006,85.00000
"gerry/ellington, NY, US",42.214950000000002,-79.219496000000007,550.00000
"chatham, MI, US",46.347723000000002,-86.929038000000006,261.00000
"phippsburg, ME, US",43.820638000000002,-69.814768400000005,0.00000
"mulege, CA, US",32.902312999999999,-117.123322000000002,134.00000
"cambrige, IL, US",25.713848899999999,-100.204309199999997,461.00000
"henderson/las vegas, NV, US",36.196716000000002,-115.142910999999998,605.00000
"coyote gulch, UT, US",37.428947000000001,-110.983835999999997,1172.00000
"lakemont, NY, US",42.516182399999998,-76.928017199999999,267.00000
"florence, MA, US",42.335644799999997,-72.671757499999998,92.00000
"collins, MO, US",41.902765700000003,-93.306317899999996,309.00000
"westville, FL, US",30.774632600000000,-85.851600500000004,24.00000
"england, AR, US",34.544260899999998,-91.969028499999993,75.00000
"reedsport, OR, US",43.702092999999998,-124.097082999999998,8.00000
"valentine, TX, US",42.872783300000002,-100.550966900000006,788.00000
"west texas, TX, US",31.177609499999999,-105.360943199999994,1381.00000
"congress, AZ, US",40.925889499999997,-82.052927299999993,360.00000
"hickory plains, AR, US",34.990088399999998,-91.736803199999997,77.00000
"valley, AL, US",32.818740599999998,-85.179385199999999,183.00000
"judsonia, AR, US",35.270085000000002,-91.639857500000005,68.00000
"reedy, WV, US",38.899528699999998,-81.424843300000006,241.00000
"north tazewell, VA, US",37.132893000000003,-81.527054399999997,776.00000
"hallandale beach, FL, US",25.985600600000001,-80.139996714643303,9.00000
"centralia, MO, US",38.525049099999997,-89.133403700000002,151.00000
"nettleton, MS, US",34.089403200000000,-88.622696800000000,81.00000
"lancaster, MS, US",40.080669999999998,-76.241128300000000,109.00000
"independence, KS, US",38.943118300000002,-84.544109000000006,270.00000
"beecher, IL, US",41.340589999999999,-87.621428600000002,224.00000
"carroll valley, PA, US",39.749262199999997,-77.383043499999999,181.00000
"clifton, TN, US",40.858432800000003,-74.163755300000005,51.00000
"keystone, SD, US",43.895544000000001,-103.418245999999996,1397.00000
"sorrento, FL, US",28.807763000000001,-81.563819002086802,29.00000
", AR, US",35.204888300000000,-92.447910800000002,103.00000
"pell lake, WI, US",42.538073500000003,-88.350927299999995,266.00000
"port clinton, OH, US",41.511995400000004,-82.937691900000004,176.00000
"salineville, OH, US",40.622562299999998,-80.837860899999995,307.00000
"north riverside, IL, US",41.846860000000000,-87.815202400000004,192.00000
"warwick, NY, US",40.751038649999998,-73.889839215546900,23.00000
"coventry, CT, US",41.770098699999998,-72.305080300000000,176.00000
"waterloo, IL, US",38.335885699999999,-90.149834100000007,212.00000
"gwynn oak, MD, US",39.326966499999997,-76.718236184286596,123.00000
"maurertown, VA, US",38.929832599999997,-78.463619300000005,244.00000
"north manchester, IN, US",41.000600499999997,-85.768597000000000,238.00000
"biglerville, PA, US",39.930377700000001,-77.248271200000005,195.00000
"holliday, TX, US",33.816209499999999,-98.695059599999993,322.00000
"riverside, TX, US",33.953354599999997,-117.396162300000000,257.00000
"jericho, NY, US",40.792044099999998,-73.539847600000002,69.00000
"boylston, MA, US",42.391759200000003,-71.703680700000007,125.00000
"mccomb, MS, US",31.243787200000000,-90.453153599999993,128.00000
"westchester, NY, US",41.176313899999997,-73.790755399999995,178.00000
"hubert, NC, US",50.829208000000001,14.234669999999999,
"delta, PA, US",32.325702200000002,-90.927049600000004,31.00000
"wynnewood, PA, US",34.643417100000001,-97.164465600000000,284.00000
"gilbert, WV, US",33.352825899999999,-111.789023900000004,377.00000
"woodstock, VA, US",42.041003000000003,-74.118329000000003,178.00000
"glennwood, OR, US",45.337629999999997,-122.219888499999996,423.00000
"buckner, MO, US",37.983105600000002,-89.016184100000004,123.00000
"kennedy, NY, US",42.157281599999997,-79.101987699999995,418.00000
"cut bank, MT, US",48.633040000000001,-112.326161999999997,1159.00000
", MS, US",33.811128400000001,-117.918849533189999,45.00000
"easton, WA, US",47.237177799999998,-121.178276800000006,668.00000
"soquel, CA, US",36.988699199999999,-121.955071399999994,24.00000
"kent, NE, US",41.724646000000000,-73.477085900000006,177.00000
"college grove, TN, US",35.891184799999998,-84.620771199999993,261.00000
"vandergrift, PA, US",40.602843399999998,-79.564766700000007,261.00000
"stayton, OR, US",44.800677499999999,-122.794533299999998,137.00000
"corona del mar, CA, US",33.599522999999998,-117.872484299999996,36.00000
"napili bay, HI, US",20.998888900000001,-156.670833299999998,
"delano, MN, US",40.838976500000001,-76.071043000000003,504.00000
"bailey's harbor, WI, US",45.064993000000001,-87.124274000000000,182.00000
"capon bridge, WV, US",39.300077500000000,-78.441405599999996,270.00000
"jewett, NY, US",42.270363600000003,-74.302922899999999,550.00000
"woodbury, TN, US",44.923169999999999,-92.958828199999999,321.00000
"sugar notch, PA, US",41.197026600000001,-75.928253799999993,243.00000
"south tucson, AZ, US",32.199495100000000,-110.968343899999994,740.00000
"none, FL, US",50.699464300000002,13.763510500000001,
"wellston, MI, US",38.672829200000002,-90.299280800000005,159.00000
"village of oak creek, AZ, US",34.779460499999999,-111.762445900000003,1235.00000
"carrabelle, FL, US",29.853264500000002,-84.664348000000004,11.00000
"ft. lauderdale, FL, US",26.122308400000001,-80.143378600000005,15.00000
"cross timbers, MO, US",38.024753199999999,-93.226863899999998,312.00000
"signal mtn., TN, US",35.122572699999999,-85.343848800000004,522.00000
"greensboro, PA, US",36.072635499999997,-79.791975399999998,248.00000
"itasca, IL, US",41.975172200000003,-88.006750900000000,216.00000
"mount airy, GA, US",39.376214500000003,-77.154703999999995,234.00000
"pinnacle, NC, US",35.579551600000002,-82.742632200000003,1051.00000
"spindale, NC, US",35.360121200000002,-81.929271000000000,329.00000
"hanover, NH, US",39.806324699999998,-76.984273500000000,187.00000
"lakeview, OH, US",40.484771700000003,-83.922995200000003,302.00000
"leigh acres, FL, US",26.604058500000001,-81.658133309674199,12.00000
"south kingston, NH, US",42.880829700000000,-71.082407000000003,57.00000
"worcester?, MA, US",42.262593199999998,-71.802293399999996,159.00000
"indialantic, FL, US",28.089459900000001,-80.565607900000003,6.00000
"massachusetts/new hampshire, NH, US",42.745128700000002,-71.443934696087098,46.00000
"plainfield, CT, US",41.676487600000002,-71.915073000000007,67.00000
"silver creek, GA, US",34.242305000000002,-85.174276000000006,188.00000
"rowland, NC, US",34.536551799999998,-79.291430599999998,43.00000
"mapleton, UT, US",40.130233799999999,-111.578528100000000,1445.00000
"norwood, NC, US",44.751609999999999,-74.994392000000005,105.00000
"rathdrum, ID, US",47.811905899999999,-116.897143600000007,680.00000
"crystal beach, FL, US",28.091404399999998,-82.779824300000001,5.00000
"bangalore, IN, US",12.979119799999999,77.591299699999993,
"leroy, KS, US",31.731551700000001,-97.017776499999997,154.00000
"utopia, TX, US",29.615227399999998,-99.526992699999994,419.00000
"correctionville, IA, US",42.474988699999997,-95.785565000000005,341.00000
"wurtsboro, NY, US",41.576760299999997,-74.487103099999999,165.00000
"munising, MI, US",46.409776999999998,-86.649446999999995,185.00000
"jefferson, NY, US",44.059311000000001,-75.999574199999998,104.00000
"supply, NC, US",34.017671700000001,-78.267499000000001,7.00000
"manasota key, FL, US",26.920968999999999,-82.351855641459906,0.00000
"clarendon, AR, US",34.693151700000001,-91.313737000000003,56.00000
"rhinelander, WI, US",45.636623000000000,-89.412075000000002,472.00000
"fair oaks/sacramento, CA, US",38.642896999999998,-121.246245321040007,37.00000
"lake trinity, CA, US",34.598786500000003,-87.051797364451204,182.00000
"highland park, CA, US",42.222313700000001,-72.620367599999994,74.00000
"victor/teton mountain range, ID, US",43.602697999999997,-111.111332000000004,1891.00000
"union, NJ, US",40.974549300000000,-77.078594499999994,241.00000
"marsden, AR, US",33.327896600000003,-92.222639700000002,47.00000
"los altos, CA, US",37.379062900000001,-122.116578000000004,61.00000
"sulphur springs, TX, US",33.138488600000002,-95.601014300000003,153.00000
"los lunas, NM, US",34.799429600000003,-106.737255099999999,1478.00000
"millwood, NY, US",41.192317099999997,-73.797356199999996,134.00000
"madison, NC, US",43.074761000000002,-89.383761300000003,263.00000
"ridgefield, WA, US",45.816761600000000,-122.743377499999994,48.00000
"navajo, AZ, US",35.904085799999997,-109.033534700000004,2181.00000
"wylie, TX, US",33.015120099999997,-96.538878900000000,172.00000
"otis air force base, MA, US",41.686402000000001,-70.590901000000002,21.00000
"ozark, MO, US",37.020886500000003,-93.206016300000002,354.00000
"elgin, TX, US",42.037248699999999,-88.281189499999996,229.00000
"moreno valley, CA, US",33.937517000000000,-117.230594400000001,509.00000
"hailey, ID, US",43.519629000000002,-114.315325000000001,1618.00000
"kirkersville, OH, US",39.959508100000001,-82.595718199999993,279.00000
"zumbrota, MN, US",44.293966900000001,-92.668914299999997,296.00000
"lake fork, TX, US",32.343199900000002,-89.328675300000000,134.00000
"langhorne, PA, US",40.174553799999998,-74.922666500000005,70.00000
"endwell, NY, US",42.112852599999997,-76.021034000000000,266.00000
"elko, NV, US",33.380426700000001,-81.379550399999999,102.00000
"blytheville, AR, US",35.927295299999997,-89.918975399999994,80.00000
"andover, MA, US",42.657170000000001,-71.140877599999996,59.00000
"donner summit, CA, US",40.960278000000002,-81.573324999999997,339.00000
"blanchardville, WI, US",42.810319999999997,-89.862214899999998,263.00000
"dallas, GA, US",35.316040100000002,-81.176486499999996,243.00000
"fair oaks, CA, US",36.173352999999999,-95.711262627295795,202.00000
"beale afb, CA, US",39.108760500000002,-121.356689777314003,51.00000
"harpursville, NY, US",42.178412399999999,-75.624629799999994,329.00000
"brier, WA, US",47.784541900000001,-122.274294800000007,128.00000
"medford, NJ, US",40.817598500000003,-73.000106799999998,28.00000
"harlowton, MT, US",46.434925000000000,-109.835441000000003,1275.00000
"gallatin, TN, US",31.891003200000000,-95.145499799999996,130.00000
"shields, MI, US",43.415948000000000,-84.071516200000005,187.00000
"alaska, AK, US",64.445961299999993,-149.680909000000014,
"ettersburg, CA, US",40.138475600000000,-123.997256300000004,237.00000
"brighton, IA, US",41.174739400000000,-91.819614900000005,223.00000
"prairie view, IL, US",42.245854299999998,-88.903157199999995,231.00000
"matthews, NC, US",35.117087300000001,-80.723718000000005,215.00000
"clover, SC, US",35.112710999999997,-81.226154178137193,249.00000
"oshkosh, WI, US",41.406534999999998,-102.346620000000001,1037.00000
"rupert, ID, US",42.619075600000002,-113.677234799999994,1267.00000
"benton, IL, US",37.996716300000003,-88.920068499999999,142.00000
"elyria, OH, US",41.368251000000001,-82.106575699999993,219.00000
"hackensack, NJ, US",40.885932599999997,-74.043473599999999,8.00000
"morrowville, KS, US",39.844448000000000,-97.171698000000006,422.00000
"anacoco, LA, US",31.252127900000001,-93.341279499999999,104.00000
"new milford, NJ, US",41.872578099999998,-75.727131799999995,389.00000
"westport, WA, US",46.889789000000000,-124.110418999999993,9.00000
"i-80, UT, US",40.719764400000003,-111.857057900000001,1332.00000
"sunriver, OR, US",43.883996600000003,-121.438516800000002,1281.00000
"verhalen, TX, US",31.126531100000001,-103.593510600000002,853.00000
"pascagoula, MS, US",30.364679500000001,-88.558599500000000,7.00000
"conshohocken, PA, US",40.079276600000000,-75.301571400000000,53.00000
"mission viejo, CA, US",33.596568499999997,-117.659405000000007,148.00000
"orland, CA, US",39.747110599999999,-122.191135599999996,79.00000
"st. joseph, MI, US",39.768605500000000,-94.846632200000002,284.00000
"cornelius, OR, US",45.519800099999998,-123.055620200000007,55.00000
"catalina, AZ, US",32.482180000000000,-110.900139087259006,918.00000
"brule, WI, US",41.094158999999998,-101.887956000000003,1005.00000
"desert aire, WA, US",46.679298600000003,-119.917267199999998,173.00000
"south china, ME, US",44.395624900000001,-69.571154399999998,70.00000
"batesville, TX, US",39.300006500000002,-85.222183999999999,294.00000
"encino, CA, US",34.651178000000002,-105.461672199999995,1866.00000
"sevierville, TN, US",35.868145499999997,-83.561835000000002,280.00000
"mount vernon, WA, US",48.420046200000002,-122.326419999999999,52.00000
"woodridge, IL, US",41.756334400000000,-88.045558999999997,229.00000
"cedar park, TX, US",30.521711600000000,-97.827832999999998,296.00000
"gardner lake, ME, US",43.471379100000000,-70.385338599999997,9.00000
"hathaway, LA, US",36.226179299999998,-89.659802200000001,84.00000
"selinsgrove, PA, US",40.806243700000003,-76.860708399999993,137.00000
"marinwood, CA, US",38.032845799999997,-122.544593699999993,46.00000
"hamilton, MT, US",39.399506700000003,-84.561342800000006,182.00000
"la grande, OR, US",45.324606799999998,-118.087869499999996,849.00000
"pierceton, IN, US",41.200322900000003,-85.705541699999998,281.00000
"richmond, IN, US",37.538508700000001,-77.434280000000001,38.00000
"la farge, WI, US",43.575136200000003,-90.639492899999993,248.00000
"millsboro, DE, US",38.591502300000002,-75.291301799999999,8.00000
"south miami, FL, US",25.707846700000001,-80.295635676828496,10.00000
"ewen, MI, US",46.535221999999997,-89.281255599999994,345.00000
"lincolnton, NC, US",35.473745000000001,-81.254525099999995,258.00000
"durham, NH, US",35.996655099999998,-78.901811499999994,119.00000
"boonville, MO, US",38.975154699999997,-92.744027700000004,208.00000
"berkeley, CA, US",37.870839300000000,-122.272863900000004,39.00000
"allen, KY, US",37.609749500000000,-82.728603413008898,217.00000
"clear lake, TX, US",44.759558499999997,-96.682644442120406,550.00000
"oakbrook, IL, US",42.195081000000002,-83.618432999999996,226.00000
"hoquiam, WA, US",46.980929000000003,-123.889335000000003,3.00000
"trail, OR, US",47.779401200000002,-95.693131500000007,384.00000
"three rivers, MI, US",41.944272200000000,-85.634622199999995,244.00000
"clinton, WA, US",41.844473499999999,-90.188737900000007,181.00000
"wilton, NY, US",43.180073399999998,-73.744286399999993,110.00000
"conestoga, PA, US",39.940655499999998,-76.346349300000000,146.00000
"urbana, OH, US",40.108391200000000,-83.752429800000002,323.00000
"mount vernon, OH, US",40.393395599999998,-82.485718100000000,311.00000
"chaco canyon, NM, US",35.040679699999998,-106.751880799999995,1596.00000
"grapevine, CA, US",32.934291899999998,-97.078065400000000,201.00000
"angleton, TX, US",29.169409999999999,-95.431884699999998,12.00000
"leesburg, FL, US",28.810822999999999,-81.877858200000006,31.00000
"wilmont, MN, US",43.764687000000002,-95.827236999999997,525.00000
"montesano, WA, US",46.981206299999997,-123.602662899999999,12.00000
"alhambra, CA, US",38.888379999999998,-89.731481299999999,169.00000
"rockford, MI, US",43.119720999999998,-85.559603999999993,226.00000
"chatsworth, GA, US",34.765914500000001,-84.769938499999995,228.00000
"eureka springs, AR, US",36.400079599999998,-93.739241899999996,437.00000
"portville, NY, US",42.038676400000000,-78.340849599999999,439.00000
"cohoctah, MI, US",42.759754200000003,-83.948567900000000,271.00000
"ada, MI, US",47.299689000000001,-96.515346300000004,276.00000
"n state st, MS, US",32.368310899999997,-90.168531700000003,98.00000
"biloxi, MS, US",30.374673000000001,-88.845943334828604,0.00000
"warrensville, NC, US",36.460679300000002,-81.518995700000005,881.00000
"rancho santa margarita, CA, US",33.640884499999999,-117.602934099999999,291.00000
"live oak/pensacola, FL, US",30.321100099999999,-87.269727900000007,3.00000
"florence, SC, US",38.998949900000000,-84.626611100000005,283.00000
"gardner, MA, US",42.575088299999997,-71.998132999999996,337.00000
"carbondale, KS, US",41.573693499999997,-75.501850800000000,367.00000
"cleveland, WI, US",36.943718500000003,-82.151801199999994,523.00000
"baldwin, MI, US",43.901122999999998,-85.851729000000006,256.00000
"port townsend, WA, US",48.118532500000001,-122.767962900000001,31.00000
"westerville, OH, US",40.126174300000002,-82.929069600000005,266.00000
"avilla, IN, US",41.365882300000003,-85.238867299999995,293.00000
"sumner county, TN, US",36.449671799999997,-86.468541299999998,210.00000
"west lima, WI, US",43.546534200000004,-90.530439000000001,385.00000
"lewiston, MI, US",43.984678500000001,-91.869590900000006,369.00000
"goldendale, WA, US",45.820679400000003,-120.821731200000002,499.00000
"petal, MS, US",31.346562700000000,-89.260060499999994,52.00000
"houlton, ME, US",46.125128599999996,-67.840794399999993,115.00000
"sterling heights, MI, US",42.580312200000002,-83.030203299999997,189.00000
"carpenteria, CA, US",33.727472599999999,-117.768172199999995,53.00000
"mead, WA, US",41.227779200000001,-96.487802299999998,369.00000
"bolivar, TN, US",40.650061000000001,-81.452061299999997,285.00000
"holland, OH, US",41.621718000000001,-83.711603999999994,196.00000
"bozeman, MT, US",45.679983999999997,-111.044674999999998,1461.00000
"studio city, CA, US",34.148398899999997,-118.396187699999999,191.00000
"wright-patterson afb, OH, US",39.807099999999998,-84.069699999999997,243.00000
"palominas, AZ, US",31.379823200000001,-110.118410600000004,1295.00000
"winfield, KS, US",33.167550900000002,-95.111848300000005,138.00000
"lakeville, MN, US",44.650050999999998,-93.243279099999995,296.00000
"prairie city, OR, US",44.463330300000003,-118.709063400000005,1076.00000
"altoona, PA, US",44.804682499999998,-91.443214800000007,270.00000
"hebron, IN, US",38.141797300000000,-79.155309500000001,487.00000
"burgaw, NC, US",34.552111300000000,-77.926097999999996,14.00000
"cape kennedy, FL, US",28.450769999999999,-80.526619999999994,0.00000
"casper, WY, US",42.866632000000003,-106.313080999999997,1557.00000
"downers grove, IL, US",41.794607399999997,-88.006899899999993,230.00000
"destin, FL, US",30.393533699999999,-86.495783399999993,4.00000
"san lorenzo, PR, US",44.605152500000003,9.701658200000001,
"forest park, GA, US",32.477364199999997,-84.878541299999995,125.00000
"san diego co., CA, US",32.963783800000002,-116.770627700000006,450.00000
"conconully, WA, US",48.557371000000003,-119.749789399999997,724.00000
"fort knox, KY, US",37.889672500000003,-85.966417389375707,222.00000
"jeffersonville, IN, US",38.277022700000003,-85.737160399999993,135.00000
"wauwatosa, WI, US",43.049412199999999,-88.007927100000003,217.00000
"dahlonega, GA, US",34.532848399999999,-83.984572299999996,429.00000
"minnesota, MN, US",45.989658700000000,-94.611328799999995,372.00000
"bullhead city, AZ, US",35.147777400000003,-114.568298299999995,183.00000
"newport, KY, US",39.088946900000003,-84.491952400000002,166.00000
"mt. weather, VA, US",46.820607899999999,-2.033326200000000,
"somerset?, WI, US",45.124410800000000,-92.673536499999997,262.00000
"raleigh, NC, US",35.780397700000002,-78.639098899999993,103.00000
"cookstown, NJ, US",40.049002399999999,-74.562376999999998,32.00000
"hinesburg, VT, US",44.329250999999999,-73.111266999999998,103.00000
"fallbrook, CA, US",33.376419599999998,-117.251146599999998,208.00000
"smithville, TX, US",30.008554199999999,-97.159432100000004,105.00000
"mundelein, IL, US",42.263078999999998,-88.003965300000004,230.00000
"tyler, TX, US",32.351260099999998,-95.301062400000006,165.00000
"kent county, MI, US",43.002401300000002,-85.550271800000004,195.00000
"barrington, IL, US",42.153914100000001,-88.136188799999999,256.00000
"tehachapi, CA, US",35.132187799999997,-118.448973899999999,1215.00000
"augusta, KS, US",44.310583000000001,-69.779662999999999,36.00000
"duncan, OK, US",34.502302899999997,-97.957812899999993,344.00000
"carbondale, PA, US",41.573693499999997,-75.501850800000000,367.00000
"south republic, MI, US",63.343660100000001,48.747314000000003,
"imperial beach, CA, US",32.583944400000000,-117.113084900000004,8.00000
"norwalk, IA, US",41.475546100000003,-93.678830399999995,287.00000
"euless, TX, US",32.846540500000003,-97.066736292405594,177.00000
"manchester, MO, US",43.161095500000002,-73.071634779059494,266.00000
"gillette, WY, US",44.290635000000002,-105.501875999999996,1389.00000
"kellogg, IA, US",41.717895499999997,-92.907303499999998,259.00000
"ashland, WI, US",46.592757400000004,-90.883916999999997,204.00000
"yelvington, KY, US",37.855606799999997,-86.967216100000002,139.00000
"ellis, KS, US",38.938065999999999,-99.560666999999995,655.00000
"strongsville, OH, US",41.314473300000003,-81.835110000000000,282.00000
"santa clarita valley, CA, US",34.391664100000000,-118.542586000000000,372.00000
"copeville, TX, US",33.079562500000002,-96.415540199999995,172.00000
"fairfield, ME, US",44.588510999999997,-69.599074999999999,34.00000
"lewiston, NY, US",43.172555000000003,-79.035877999999997,113.00000
"easton, PA, US",40.691608100000003,-75.209986599999993,69.00000
"anson, ME, US",44.798403000000000,-69.889526000000004,77.00000
"mt. washington, KY, US",38.050062699999998,-85.545787700000005,208.00000
"house springs, MO, US",38.408943100000002,-90.570125000000004,171.00000
"cumby, TX, US",33.137336599999998,-95.839408300000002,201.00000
"de leon, TX, US",32.110974300000002,-98.535882599999994,399.00000
"east bethel, MN, US",45.319409499999999,-93.202448700000005,272.00000
"hunter, NY, US",42.213698700000002,-74.218754099999998,500.00000
"anna, OH, US",40.394493199999999,-84.172723099999999,309.00000
"burlingame, CA, US",37.584102600000001,-122.366082500000005,4.00000
"nellis air force base, NV, US",36.244812899999999,-115.056804984379994,573.00000
"dfw airport, TX, US",32.907118400000002,-97.041145400000005,184.00000
"burlingame/san mateo, CA, US",37.584102600000001,-122.366082500000005,4.00000
"stuart, FL, US",27.197983000000001,-80.251917500000005,9.00000
"baldwin, WI, US",40.338125200000000,-79.978940499999993,352.00000
"ashland, KY, US",38.478414399999998,-82.637938700000007,167.00000
"mequon, WI, US",43.221908800000001,-87.982296899999994,205.00000
"whitmore lake, MI, US",42.439478999999999,-83.743830299999999,278.00000
"haltom city, TX, US",32.799573799999997,-97.269181700000004,173.00000
"morristown, AZ, US",39.673206499999999,-85.698970900000006,257.00000
"clackamas, OR, US",45.410388699999999,-122.566066300000003,45.00000
"stevensville, MT, US",46.510407000000001,-114.094385000000003,1011.00000
"old westbury, NY, US",40.788711300000003,-73.599571699999998,54.00000
"signal mountain, TN, US",35.122572699999999,-85.343848800000004,522.00000
"estacada, OR, US",45.289263599999998,-122.336217599999998,142.00000
"napoleon, OH, US",41.392272599999998,-84.125224299999999,204.00000
"swartz creek, MI, US",42.988938300000001,-83.724333000000001,230.00000
"detroit lakes, MN, US",46.817180999999998,-95.845325000000003,418.00000
"hamilton, OH, US",39.399506700000003,-84.561342800000006,182.00000
"gray, TN, US",33.009580200000002,-83.533781599999998,186.00000
"tustin, WI, US",33.745851100000003,-117.826166000000001,45.00000
"tuscaloosa, AL, US",33.266839800000000,-87.486218199999996,102.00000
"elgin, OR, US",45.564988700000001,-117.917570600000005,814.00000
"delilah lookout, CA, US",36.804252599999998,-119.117544800000005,1523.00000
"grand marsh, WI, US",43.886918299999998,-89.706235899999996,312.00000
"erie, CO, US",42.129065699999998,-80.085242100000002,200.00000
"florence, MS, US",30.841295400000000,-97.793626799999998,302.00000
"woodbury, MN, US",44.923169999999999,-92.958828199999999,321.00000
"hudson, OH, US",41.240056000000003,-81.440667000000005,337.00000
"canfield, OH, US",41.025058999999999,-80.760912000000005,345.00000
"wiley, WA, US",38.154174800000000,-102.719640299999995,1137.00000
"emmetsburg, IA, US",43.112742699999998,-94.683035700000005,375.00000
"st.charles, IL, US",41.913955600000001,-88.312489999999997,215.00000
"northwest beaverton, OR, US",45.484770949999998,-122.762966700741998,82.00000
"wharton, OH, US",40.861443800000004,-83.461591999999996,266.00000
"midwest city, OK, US",35.449509700000000,-97.396702500000004,386.00000
"agawam, MA, US",42.069539100000000,-72.614811700000004,29.00000
"sunland, CA, US",36.022452299999998,-118.982322100000005,163.00000
"cookeville, TN, US",36.162388600000000,-85.499705700000007,336.00000
"jordon, MN, US",44.844313000000000,-92.906903999999997,278.00000
"northbrook, IL, US",42.129923400000003,-87.829947599999997,200.00000
"san mateo, CA, US",37.543968399999997,-122.306678899999994,2.00000
"dillard, GA, US",34.970091099999998,-83.387100599999997,672.00000
"lewistown, MO, US",40.393097300000001,-90.154842099999996,181.00000
"livingston, NJ, US",40.795933499999997,-74.314871299999993,102.00000
"everson, WA, US",48.912216500000000,-122.358985235288998,25.00000
"interlachen, FL, US",29.623857399999999,-81.890368400000000,36.00000
"tigard/tualatin, OR, US",45.358524150000001,-122.771023039102005,86.00000
"pico rivera, CA, US",33.983068799999998,-118.096734999999995,53.00000
"matawan, NJ, US",40.414830000000002,-74.229589099999998,17.00000
"elkton, MD, US",39.606778900000002,-75.833271800000006,11.00000
"arnolds park, IA, US",43.372740800000003,-95.123884099999998,429.00000
"yonkers, NY, US",40.931209899999999,-73.898746900000006,0.00000
"norwood, PA, US",30.967678400000000,-91.103994599999993,98.00000
"vicksburg, MS, US",42.120045599999997,-85.532775000000001,260.00000
"north east orlando, FL, US",28.542109700000001,-81.379038800000004,37.00000
"danville, KY, US",37.645648799999996,-84.772182299999997,299.00000
"kirbyville, MO, US",30.660481499999999,-93.892680900000002,43.00000
"auburn, GA, US",39.591719699999999,-89.746487400000007,191.00000
"rocklin, CA, US",38.790733899999999,-121.235782799999996,76.00000
"molson, WA, US",48.981015599999999,-119.200602099999998,1133.00000
"notrees, TX, US",31.917341100000002,-102.755708200000001,1012.00000
"seward, AK, US",60.104202000000001,-149.442611300000010,
"blaine, OR, US",45.160798700000001,-93.234948900000006,274.00000
"middletown, OH, US",39.515057599999999,-84.398276300000006,198.00000
"moravia, NY, US",42.712570200000002,-76.421602500000006,232.00000
"huron, IN, US",38.722273399999999,-86.670551700000004,179.00000
"ocean city, MD, US",38.334872799999999,-75.084765899999994,0.00000
"superior, CO, US",46.720773700000002,-92.104079600000006,195.00000
"corinne, UT, US",41.551044099999999,-112.110226200000000,1289.00000
"pueblo/colorado springs, CO, US",38.833435850000001,-104.817489399067995,1831.00000
"concord, NC, US",35.409377200000002,-80.579741600000006,210.00000
"carthage, TX, US",39.738378099999998,-85.571918900000000,269.00000
"casey key, FL, US",27.150053400000001,-82.480652500000005,0.00000
"holden, MA, US",42.351758599999997,-71.863406200000000,252.00000
"little falls, MN, US",40.868988199999997,-74.208201099999997,100.00000
